@relation testNewAttackTypes

@attribute duration numeric
@attribute protocol_type numeric
@attribute service numeric
@attribute flag numeric
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute land numeric
@attribute wrong_fragment numeric
@attribute urgent numeric
@attribute hot numeric
@attribute num_failed_logins numeric
@attribute logged_in numeric
@attribute num_compromised numeric
@attribute root_shell numeric
@attribute su_attempted numeric
@attribute num_root numeric
@attribute num_file_creations numeric
@attribute num_shells numeric
@attribute num_access_files numeric
@attribute num_outbound_cmds numeric
@attribute is_host_login numeric
@attribute is_guest_login numeric
@attribute count numeric
@attribute srv_count numeric
@attribute serror_rate numeric
@attribute srv_serror_rate numeric
@attribute rerror_rate numeric
@attribute srv_rerror_rate numeric
@attribute same_srv_rate numeric
@attribute diff_srv_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_diff_srv_rate numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute dst_host_serror_rate numeric
@attribute dst_host_srv_serror_rate numeric
@attribute dst_host_rerror_rate numeric
@attribute dst_host_srv_rerror_rate numeric
@attribute attack_type {probe,dos,r2l,u2r}
@attribute is_normal {abnormal}

@data
2071,1,4,4,56068,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,1,1,1,0,0,255,243,0.95,0.01,0,0,0.02,0.02,0.27,0.29,dos,abnormal
0,1,10,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,59,0.23,0.68,0,0,0.13,0.58,0.67,0,dos,abnormal
0,2,3,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,239,238,1,0.01,0,0,0,0,0,0,r2l,abnormal
1,1,16,1,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,245,0.96,0.04,0,0,0,0,0.03,0,dos,abnormal
0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0.62,0.62,0.36,0.36,1,0,0,255,255,1,0,0,0,0.13,0.13,0.7,0.7,dos,abnormal
0,1,10,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,158,0.62,0.02,0,0,0.55,0.53,0.01,0.01,dos,abnormal
0,1,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0.67,0.8,0.33,1,1,11,3,0.27,0.27,0.09,0,0,0,0.73,1,probe,abnormal
0,1,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,1,0.88,0.33,1,1,42,59,0.24,0.12,0.02,0.03,0,0,0.88,1,probe,abnormal
0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,10,0.04,0.02,0,0,0,0,0.05,1,u2r,abnormal
0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0.33,0.33,0.67,0.67,1,0,0,255,255,1,0,0,0,0.06,0.06,0.69,0.69,dos,abnormal
7867,1,10,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,118,0.46,0.03,0,0,0.16,0.34,0.11,0.11,dos,abnormal
0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,112,1,1,0,0,1,0,0,255,255,1,0,0,0,0.65,0.65,0.31,0.31,dos,abnormal
0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,1,0.04,0,0.96,1,0,1,0,255,1,0,1,0,0,0.04,0,0.96,1,probe,abnormal
2058,1,4,4,72564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,1,1,1,0,0,255,244,0.96,0.01,0,0,0.02,0.02,0.45,0.48,dos,abnormal
0,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,1,0.88,0.25,1,0.88,116,83,0.32,0.04,0.01,0.02,0,0,0.91,0.71,probe,abnormal
1,1,16,1,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0.25,0,0.75,0.5,0,255,243,0.95,0.05,0,0,0,0,0.04,0,dos,abnormal
7490,1,10,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,185,0.73,0.26,0,0,0.5,0.69,0.25,0.01,dos,abnormal
0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.04,0,0.96,1,0,1,0,255,1,0,1,0,0,0.04,0,0.96,1,probe,abnormal
0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0.08,0.46,0,255,1,0,0.4,0.68,0,0,0,0.29,0,probe,abnormal
805,1,4,4,55744,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,25,0,0,1,1,1,0,0,255,254,1,0.01,0,0,0.01,0.01,0.58,0.59,dos,abnormal
0,2,3,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,97,97,1,0,0.01,0,0,0,0,0,r2l,abnormal
0,1,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,1,0,1,31,80,0.35,0.1,0.03,0.04,1,0.84,0,0.16,probe,abnormal
0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,10,0.04,0.02,0,0,0,0,0.04,1,u2r,abnormal
1,1,16,1,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,94,0.37,0.14,0,0,0,0,0.62,0,dos,abnormal
0,1,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,1,1,0.33,1,1,70,60,0.27,0.07,0.01,0.03,0.03,0.02,0.89,0.97,probe,abnormal
0,2,3,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,253,0.99,0.01,0.01,0,0,0,0,0,r2l,abnormal
909,1,4,4,55044,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,55,0.02,0.02,0.96,0.96,1,0,0,255,255,1,0,0,0,0,0,0.21,0.21,dos,abnormal
0,2,3,1,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,151,150,0.99,0.01,0.01,0,0,0,0,0,r2l,abnormal
0,1,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,1,1,0.25,1,1,133,52,0.19,0.04,0.01,0.04,0,0,0.91,1,probe,abnormal
0,3,8,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,0,0,0,0,1,0,1,4,192,1,0,1,0.25,0,0,0,0,probe,abnormal
0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0.8,0.8,0.17,0.17,1,0,0,255,255,1,0,0,0,0.15,0.15,0.7,0.7,dos,abnormal
0,2,3,1,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,r2l,abnormal
0,1,10,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,56,0.22,0.69,0,0,0.12,0.55,0.68,0,dos,abnormal
0,1,10,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,128,0.5,0.03,0,0,0.2,0.41,0.11,0.1,dos,abnormal
0,2,3,1,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,253,0.99,0.01,0.01,0,0,0,0,0,r2l,abnormal
7284,1,10,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,244,0.96,0.02,0,0,0.33,0.35,0.06,0.03,dos,abnormal
0,2,3,1,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,r2l,abnormal
7506,1,10,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,191,0.75,0.02,0,0,0.37,0.38,0.01,0.01,dos,abnormal
7506,1,10,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,181,0.71,0.27,0,0,0.5,0.7,0.27,0.01,dos,abnormal
1,1,16,1,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0.25,0,0.75,0.5,0,255,241,0.95,0.06,0,0,0,0,0.05,0,dos,abnormal
1,1,16,1,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,91,0.36,0.14,0,0,0,0,0.63,0,dos,abnormal
0,1,10,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,48,0.19,0.72,0,0,0.09,0.48,0.71,0,dos,abnormal
0,1,10,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,103,0.4,0.52,0,0,0.31,0.76,0.51,0,dos,abnormal
2059,1,4,4,72564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,1,1,1,0,0,255,244,0.96,0.01,0,0,0.02,0.02,0.45,0.47,dos,abnormal
1,1,16,1,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0.25,0,0.75,0.5,0,255,244,0.96,0.05,0,0,0,0,0.03,0,dos,abnormal
903,1,4,4,2484,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54,54,0.02,0.02,0.96,0.96,1,0,0,255,255,1,0,0,0,0,0,0.2,0.2,dos,abnormal
7274,1,10,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,230,0.9,0.1,0,0,0.5,0.55,0.1,0.01,dos,abnormal
798,1,4,4,61504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,36,0.03,0.03,0.97,0.97,1,0,0,255,253,0.99,0.01,0,0,0.01,0.01,0.62,0.63,dos,abnormal
7386,1,10,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,217,0.85,0.02,0,0,0.27,0.32,0.01,0,dos,abnormal
0,1,10,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,52,0.2,0.71,0,0,0.11,0.52,0.69,0,dos,abnormal
0,2,3,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,r2l,abnormal
0,2,3,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,253,0.99,0.01,0.01,0,0,0,0,0,r2l,abnormal
0,3,8,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,1,0,1,4,122,1,0,1,0.26,0,0,0,0,probe,abnormal
0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0.24,0.24,0.76,0.76,1,0,0,255,255,1,0,0,0,0.04,0.04,0.68,0.68,dos,abnormal
0,2,3,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,254,1,0.01,0.02,0,0,0,0,0,r2l,abnormal
5,1,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.33,0.5,0.33,1,1,82,54,0.2,0.06,0.01,0.04,0,0.02,0.17,0.69,probe,abnormal
8140,1,10,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,78,0.31,0.02,0,0,0.7,0.62,0.01,0.03,dos,abnormal
0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,1,0.04,0,0.96,1,0,1,0,255,1,0,1,0,0,0.04,0,0.96,1,probe,abnormal
3,1,10,1,24,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0.11,0.75,0.44,0.5,0.75,0.56,169,89,0.34,0.03,0.01,0.02,0.01,0.01,0.87,0.62,probe,abnormal
0,2,3,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,247,246,1,0.01,0,0,0,0,0,0,r2l,abnormal
801,1,4,4,59424,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,32,0,0,1,1,1,0,0,255,253,0.99,0.01,0,0,0,0,0.16,0.16,dos,abnormal
7605,1,10,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0.14,0,0.43,1,0,0.71,255,174,0.68,0.03,0,0,0.33,0.48,0.11,0.07,dos,abnormal
0,3,8,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,0,0,0,0,1,0,1,1,57,1,0,1,0.26,0,0,0,0,probe,abnormal
0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,1,0.04,0,0.96,1,0,1,0,255,1,0,1,0,0,0.04,0,0.96,1,probe,abnormal
902,1,4,4,3944,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58,58,0.02,0.02,0.97,0.97,1,0,0,255,255,1,0,0,0,0,0,0.22,0.22,dos,abnormal
0,1,10,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.5,1,0.5,1,0,1,255,48,0.19,0.03,0,0,0,0.02,0.54,0.77,probe,abnormal
0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,1,1,0,0,1,0,0,255,255,1,0,0,0,0.48,0.48,0.51,0.51,dos,abnormal
7346,1,10,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,220,0.86,0.14,0,0,0.5,0.58,0.14,0.01,dos,abnormal
0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.05,0,0.95,1,0,1,0,255,1,0,1,0,0,0.04,0,0.96,1,probe,abnormal
902,1,4,4,59424,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,27,0,0,1,1,1,0,0,255,255,1,0,0,0,0,0,0.46,0.46,dos,abnormal
0,2,3,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,r2l,abnormal
0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1,1,0,0,1,0,0,255,245,0.96,0.01,0,0,0.14,0.14,0.56,0.59,dos,abnormal
0,1,10,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,98,0.38,0.55,0,0,0.29,0.74,0.53,0,dos,abnormal
8112,1,10,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,83,0.33,0.02,0,0,0.67,0.55,0.01,0.02,dos,abnormal
0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.5,1,0.5,1,0,255,18,0.07,0.01,0,0,0,0,0.06,0.89,u2r,abnormal
0,1,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0.5,1,0.5,1,1,218,55,0.25,0.01,0,0,0,0,0.64,1,probe,abnormal
0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.5,1,0.5,1,0,255,16,0.06,0.02,0,0,0,0,0.06,1,u2r,abnormal
902,1,4,1,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,35,0.4,0.4,0.57,0.57,1,0,0,255,255,1,0,0,0,0.07,0.07,0.69,0.69,dos,abnormal
1,1,16,1,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.33,0,0.67,0.67,0,255,245,0.96,0.04,0,0,0,0,0.03,0,dos,abnormal
0,1,10,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0.67,1,0,0.67,255,130,0.51,0.02,0,0,0,0,0.5,0.4,probe,abnormal
7482,1,10,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,187,0.73,0.25,0,0,0.5,0.68,0.25,0.01,dos,abnormal
805,1,4,4,75904,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46,46,0.02,0.02,0.98,0.98,1,0,0,255,253,0.99,0.01,0,0,0.01,0.01,0.69,0.69,dos,abnormal
0,2,3,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,r2l,abnormal
1,1,54,6,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0.5,1,0.5,1,1,43,42,0.26,0.12,0.02,0.05,0.02,0,0.79,0.98,probe,abnormal
2078,1,4,4,93004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0.9,0.9,1,0,0,255,229,0.9,0.02,0,0,0,0,0.04,0.04,dos,abnormal
0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,107,1,1,0,0,1,0,0,255,255,1,0,0,0,0.55,0.55,0.42,0.42,dos,abnormal
0,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0.18,1,0.55,1,0,0.64,71,87,0.32,0.07,0.01,0.02,0.03,0,0.89,0.68,probe,abnormal
0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,1,1,0,0,1,0,0,255,255,1,0,0,0,0.25,0.25,0.7,0.7,dos,abnormal
0,1,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,1,0,1,142,30,0.08,0.05,0.01,0.07,0,0,0.43,1,probe,abnormal
0,2,3,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,r2l,abnormal
2,1,10,1,24,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0.2,0,0.4,1,0,0.8,255,14,0.05,0.03,0,0,0.01,0,0.14,0.71,probe,abnormal
1,1,16,1,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,93,0.36,0.14,0,0,0,0,0.62,0,dos,abnormal
0,1,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,1,0,1,6,85,0.33,0.5,0.17,0.04,1,1,0,0,probe,abnormal
0,2,3,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,252,0.99,0.01,0,0,0,0,0,0,r2l,abnormal
0,1,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,129,63,0.33,0.02,0.01,0.03,1,0.68,0,0.32,probe,abnormal
0,1,10,1,15,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0.17,0.75,0.75,0.5,0.75,0.92,128,127,0.5,0.02,0.01,0.02,0,0,0.84,0.49,probe,abnormal
0,1,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,1,0,1,151,50,0.18,0.03,0.01,0.04,0.01,0,0.86,1,probe,abnormal
0,2,3,1,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,135,135,1,0,0.01,0,0,0,0,0,r2l,abnormal
0,1,2,4,244,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,29,0.11,0.02,0,0,0,0,0.1,0.76,u2r,abnormal
0,1,10,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,93,0.36,0.03,0,0,0.05,0.15,0.11,0.14,dos,abnormal
0,1,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,1,1,0.33,1,1,85,48,0.14,0.06,0.01,0.04,0.02,0,0.88,1,probe,abnormal
0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.05,0,0.95,1,0,1,0,255,1,0,1,0,0,0.05,0,0.95,1,probe,abnormal
0,3,8,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,1,0,1,2,255,1,0,1,0.25,0,0,0,0,probe,abnormal
0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.05,0,0.95,1,0,1,0,255,1,0,1,0,0,0.03,0,0.97,1,probe,abnormal
902,1,4,4,56504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,39,0.03,0.03,0.95,0.95,1,0,0,255,255,1,0,0,0,0,0,0.15,0.15,dos,abnormal
0,2,3,1,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,253,0.99,0.01,0.02,0,0,0,0,0,r2l,abnormal
9,1,16,1,4485,631,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,41,151,0.2,0.12,0.02,0.01,0,0,0,0,r2l,abnormal
3,1,10,1,24,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0.11,0.75,0.44,0.5,0.75,0.56,167,86,0.34,0.03,0.01,0.02,0,0,0.89,0.69,probe,abnormal
0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,86,1,1,0,0,1,0,0,255,255,1,0,0,0,0.73,0.73,0.24,0.24,dos,abnormal
899,1,4,4,55744,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,32,0.06,0.06,0.94,0.94,1,0,0,255,255,1,0,0,0,0.01,0.01,0.6,0.6,dos,abnormal
0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,1,1,0,0,1,0,0,255,255,1,0,0,0,0.84,0.84,0.13,0.13,dos,abnormal
0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,2,0.05,0,0.95,1,0,1,1,255,1,0,1,0,0,0.07,0,0.93,1,probe,abnormal
0,1,10,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,108,0.42,0.03,0,0,0.13,0.3,0.11,0.12,dos,abnormal
7316,1,10,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,238,0.93,0.02,0,0,0.33,0.36,0.08,0.04,dos,abnormal
0,2,3,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,r2l,abnormal
903,1,4,4,2484,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53,53,0.02,0.02,0.96,0.96,1,0,0,255,255,1,0,0,0,0,0,0.2,0.2,dos,abnormal
2067,1,4,4,56504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,1,1,1,0,0,255,243,0.95,0.01,0,0,0.02,0.02,0.33,0.35,dos,abnormal
0,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0.33,0,0.33,1,0,0.67,145,85,0.34,0.02,0.01,0.02,1,1,0,0,probe,abnormal
0,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0.2,0,0.6,1,0,0.6,248,86,0.34,0.01,0,0.02,1,1,0,0,probe,abnormal
0,2,3,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,r2l,abnormal
7298,1,10,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,236,0.93,0.02,0,0,0.27,0.29,0.01,0,dos,abnormal
0,1,54,6,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0.33,1,0,255,54,0.21,0.02,0,0,0.01,0,0.77,1,probe,abnormal
0,2,3,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0,r2l,abnormal
0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,1,1,0,0,1,0,0,255,255,1,0,0,0,0.26,0.26,0.7,0.7,dos,abnormal
1,1,16,1,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,41,0.16,0.16,0,0,0,0,0.82,0,dos,abnormal
0,3,8,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,0,0,0,0,1,0,1,1,255,1,0,1,0.25,0,0,0,0,probe,abnormal
0,2,3,1,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,r2l,abnormal
7546,1,10,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,171,0.67,0.31,0,0,0.5,0.74,0.3,0.01,dos,abnormal
1,1,10,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0.2,1,0.4,1,0,0.8,141,86,0.34,0.04,0.01,0.02,0,0,0.9,0.71,probe,abnormal
8092,1,10,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,86,0.34,0.02,0,0,0.65,0.51,0.01,0.02,dos,abnormal
0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,1,0.07,0,0.93,1,0,1,0,255,1,0,1,0,0,0.07,0,0.93,1,probe,abnormal
6,1,33,6,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0.08,1,0.77,0.25,1,1,255,18,0.07,0.03,0,0,0.01,0.06,0.25,0.94,probe,abnormal
